index,employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,jobinvolvement,performancerating,surveydate,attrition,retirementdate,retirementtype,resignationreason,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,infodate
7845,1962,1.0,4.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-06-28 00:00:00,Resignation,Others,52,Travel_Rarely,Research & Development,5,4,Medical,Female,4,Human Resources,Married,14200,1.0,13,1,33.0,2,32,6,2016-12-31 00:00:00
7846,1962,1.0,4.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-06-28 00:00:00,Resignation,Others,52,Travel_Rarely,Research & Development,5,4,Medical,Female,4,Human Resources,Married,14200,1.0,13,1,33.0,2,32,6,2015-12-31 00:00:00
7847,1962,1.0,4.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-06-28 00:00:00,Resignation,Others,52,Travel_Rarely,Research & Development,5,4,Medical,Female,4,Human Resources,Married,14200,1.0,13,1,33.0,2,32,6,2016-12-31 00:00:00
7856,1965,3.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-07 00:00:00,Resignation,Salary,36,Travel_Rarely,Sales,2,4,Technical Degree,Male,4,Sales Executive,Single,54820,1.0,18,0,18.0,3,17,15,2015-12-31 00:00:00
7857,1965,3.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-07 00:00:00,Resignation,Salary,36,Travel_Rarely,Sales,2,4,Technical Degree,Male,4,Sales Executive,Single,54820,1.0,18,0,18.0,3,17,15,2016-12-31 00:00:00
7858,1965,3.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-07 00:00:00,Resignation,Salary,36,Travel_Rarely,Sales,2,4,Technical Degree,Male,4,Sales Executive,Single,54820,1.0,18,0,18.0,3,17,15,2015-12-31 00:00:00
7859,1965,3.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-07 00:00:00,Resignation,Salary,36,Travel_Rarely,Sales,2,4,Technical Degree,Male,4,Sales Executive,Single,54820,1.0,18,0,18.0,3,17,15,2016-12-31 00:00:00
7892,1974,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-27 00:00:00,Fired,,36,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Divorced,56600,7.0,12,0,9.0,3,1,0,2015-12-31 00:00:00
7893,1974,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-27 00:00:00,Fired,,36,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Divorced,56600,7.0,12,0,9.0,3,1,0,2016-12-31 00:00:00
7894,1974,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-27 00:00:00,Fired,,36,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Divorced,56600,7.0,12,0,9.0,3,1,0,2015-12-31 00:00:00
7895,1974,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-27 00:00:00,Fired,,36,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Divorced,56600,7.0,12,0,9.0,3,1,0,2016-12-31 00:00:00
7896,1975,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-13 00:00:00,Resignation,Stress,26,Travel_Frequently,Sales,2,3,Life Sciences,Male,2,Research Scientist,Married,48210,6.0,14,2,6.0,2,3,1,2015-12-31 00:00:00
7897,1975,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-13 00:00:00,Resignation,Stress,26,Travel_Frequently,Sales,2,3,Life Sciences,Male,2,Research Scientist,Married,48210,6.0,14,2,6.0,2,3,1,2016-12-31 00:00:00
7898,1975,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-13 00:00:00,Resignation,Stress,26,Travel_Frequently,Sales,2,3,Life Sciences,Male,2,Research Scientist,Married,48210,6.0,14,2,6.0,2,3,1,2015-12-31 00:00:00
7899,1975,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-13 00:00:00,Resignation,Stress,26,Travel_Frequently,Sales,2,3,Life Sciences,Male,2,Research Scientist,Married,48210,6.0,14,2,6.0,2,3,1,2016-12-31 00:00:00
7952,1989,4.0,4.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-10-24 00:00:00,Resignation,Salary,20,Travel_Frequently,Sales,8,3,Marketing,Male,3,Sales Executive,Single,34640,1.0,20,0,2.0,3,2,0,2015-12-31 00:00:00
7953,1989,4.0,4.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-10-24 00:00:00,Resignation,Salary,20,Travel_Frequently,Sales,8,3,Marketing,Male,3,Sales Executive,Single,34640,1.0,20,0,2.0,3,2,0,2016-12-31 00:00:00
7954,1989,4.0,4.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-10-24 00:00:00,Resignation,Salary,20,Travel_Frequently,Sales,8,3,Marketing,Male,3,Sales Executive,Single,34640,1.0,20,0,2.0,3,2,0,2015-12-31 00:00:00
7955,1989,4.0,4.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-10-24 00:00:00,Resignation,Salary,20,Travel_Frequently,Sales,8,3,Marketing,Male,3,Sales Executive,Single,34640,1.0,20,0,2.0,3,2,0,2016-12-31 00:00:00
7956,1990,3.0,1.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-07 00:00:00,Resignation,Others,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manager,Single,57750,1.0,18,0,1.0,2,1,1,2015-12-31 00:00:00
7957,1990,3.0,1.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-07 00:00:00,Resignation,Others,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manager,Single,57750,1.0,18,0,1.0,2,1,1,2016-12-31 00:00:00
7958,1990,3.0,1.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-07 00:00:00,Resignation,Others,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manager,Single,57750,1.0,18,0,1.0,2,1,1,2015-12-31 00:00:00
7959,1990,3.0,1.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-07 00:00:00,Resignation,Others,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manager,Single,57750,1.0,18,0,1.0,2,1,1,2016-12-31 00:00:00
7964,1992,1.0,3.0,4.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-05-22 00:00:00,Resignation,Others,51,Travel_Rarely,Sales,23,3,Medical,Female,2,Research Scientist,Married,192720,9.0,20,0,18.0,2,10,2,2015-12-31 00:00:00
7965,1992,1.0,3.0,4.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-05-22 00:00:00,Resignation,Others,51,Travel_Rarely,Sales,23,3,Medical,Female,2,Research Scientist,Married,192720,9.0,20,0,18.0,2,10,2,2016-12-31 00:00:00
7966,1992,1.0,3.0,4.0,2015-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-05-22 00:00:00,Resignation,Others,51,Travel_Rarely,Sales,23,3,Medical,Female,2,Research Scientist,Married,192720,9.0,20,0,18.0,2,10,2,2015-12-31 00:00:00
7967,1992,1.0,3.0,4.0,2015-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-05-22 00:00:00,Resignation,Others,51,Travel_Rarely,Sales,23,3,Medical,Female,2,Research Scientist,Married,192720,9.0,20,0,18.0,2,10,2,2016-12-31 00:00:00
7968,1993,2.0,1.0,2.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-10-14 00:00:00,Resignation,Others,28,Non-Travel,Research & Development,19,4,Life Sciences,Female,4,Laboratory Technician,Single,52380,1.0,17,1,10.0,4,10,1,2015-12-31 00:00:00
7969,1993,2.0,1.0,2.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-10-14 00:00:00,Resignation,Others,28,Non-Travel,Research & Development,19,4,Life Sciences,Female,4,Laboratory Technician,Single,52380,1.0,17,1,10.0,4,10,1,2016-12-31 00:00:00
7970,1993,2.0,1.0,2.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-10-14 00:00:00,Resignation,Others,28,Non-Travel,Research & Development,19,4,Life Sciences,Female,4,Laboratory Technician,Single,52380,1.0,17,1,10.0,4,10,1,2015-12-31 00:00:00
7971,1993,2.0,1.0,2.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-10-14 00:00:00,Resignation,Others,28,Non-Travel,Research & Development,19,4,Life Sciences,Female,4,Laboratory Technician,Single,52380,1.0,17,1,10.0,4,10,1,2016-12-31 00:00:00
8004,2002,2.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-13 00:00:00,Resignation,Stress,44,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,2,Sales Executive,Married,21190,9.0,15,0,24.0,3,20,3,2015-12-31 00:00:00
8005,2002,2.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-13 00:00:00,Resignation,Stress,44,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,2,Sales Executive,Married,21190,9.0,15,0,24.0,3,20,3,2016-12-31 00:00:00
8006,2002,2.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-13 00:00:00,Resignation,Stress,44,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,2,Sales Executive,Married,21190,9.0,15,0,24.0,3,20,3,2015-12-31 00:00:00
8007,2002,2.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-13 00:00:00,Resignation,Stress,44,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,2,Sales Executive,Married,21190,9.0,15,0,24.0,3,20,3,2016-12-31 00:00:00
8012,2004,4.0,1.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-08-16 00:00:00,Fired,,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0.0,21,1,9.0,3,8,4,2015-12-31 00:00:00
8013,2004,4.0,1.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-08-16 00:00:00,Fired,,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0.0,21,1,9.0,3,8,4,2016-12-31 00:00:00
8014,2004,4.0,1.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-08-16 00:00:00,Fired,,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0.0,21,1,9.0,3,8,4,2015-12-31 00:00:00
8015,2004,4.0,1.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-08-16 00:00:00,Fired,,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0.0,21,1,9.0,3,8,4,2016-12-31 00:00:00
8016,2005,1.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-12-14 00:00:00,Resignation,Salary,33,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1.0,19,2,14.0,3,13,3,2015-12-31 00:00:00
8017,2005,1.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-12-14 00:00:00,Resignation,Salary,33,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1.0,19,2,14.0,3,13,3,2016-12-31 00:00:00
8018,2005,1.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-12-14 00:00:00,Resignation,Salary,33,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1.0,19,2,14.0,3,13,3,2015-12-31 00:00:00
8019,2005,1.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-12-14 00:00:00,Resignation,Salary,33,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1.0,19,2,14.0,3,13,3,2016-12-31 00:00:00
8032,2009,4.0,4.0,4.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-06-24 00:00:00,Resignation,Salary,25,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1.0,12,0,7.0,3,7,5,2015-12-31 00:00:00
8033,2009,4.0,4.0,4.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-06-24 00:00:00,Resignation,Salary,25,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1.0,12,0,7.0,3,7,5,2016-12-31 00:00:00
8034,2009,4.0,4.0,4.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-06-24 00:00:00,Resignation,Salary,25,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1.0,12,0,7.0,3,7,5,2015-12-31 00:00:00
8035,2009,4.0,4.0,4.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-06-24 00:00:00,Resignation,Salary,25,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1.0,12,0,7.0,3,7,5,2016-12-31 00:00:00
8036,2010,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-03-01 00:00:00,Resignation,Salary,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,2015-12-31 00:00:00
8037,2010,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-03-01 00:00:00,Resignation,Salary,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,2016-12-31 00:00:00
8038,2010,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-03-01 00:00:00,Resignation,Salary,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,2015-12-31 00:00:00
8039,2010,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-03-01 00:00:00,Resignation,Salary,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,2016-12-31 00:00:00
8040,2011,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-23 00:00:00,Resignation,Salary,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2015-12-31 00:00:00
8041,2011,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-23 00:00:00,Resignation,Salary,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2016-12-31 00:00:00
8042,2011,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-23 00:00:00,Resignation,Salary,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2015-12-31 00:00:00
8043,2011,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-23 00:00:00,Resignation,Salary,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2016-12-31 00:00:00
8048,2013,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-17 00:00:00,Resignation,Others,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2015-12-31 00:00:00
8049,2013,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-17 00:00:00,Resignation,Others,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2016-12-31 00:00:00
8050,2013,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-17 00:00:00,Resignation,Others,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2015-12-31 00:00:00
8051,2013,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-17 00:00:00,Resignation,Others,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2016-12-31 00:00:00
8052,2014,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-26 00:00:00,Resignation,Salary,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2015-12-31 00:00:00
8053,2014,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-26 00:00:00,Resignation,Salary,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2016-12-31 00:00:00
8054,2014,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-26 00:00:00,Resignation,Salary,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2015-12-31 00:00:00
8055,2014,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-26 00:00:00,Resignation,Salary,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2016-12-31 00:00:00
8100,2026,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-05 00:00:00,Resignation,Stress,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2015-12-31 00:00:00
8101,2026,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-05 00:00:00,Resignation,Stress,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2016-12-31 00:00:00
8102,2026,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-05 00:00:00,Resignation,Stress,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2015-12-31 00:00:00
8103,2026,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-05 00:00:00,Resignation,Stress,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2016-12-31 00:00:00
8160,2041,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-08-17 00:00:00,Resignation,Stress,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2015-12-31 00:00:00
8161,2041,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-08-17 00:00:00,Resignation,Stress,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2016-12-31 00:00:00
8162,2041,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-08-17 00:00:00,Resignation,Stress,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2015-12-31 00:00:00
8163,2041,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-08-17 00:00:00,Resignation,Stress,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2016-12-31 00:00:00
8164,2042,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-25 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2015-12-31 00:00:00
8165,2042,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-25 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2016-12-31 00:00:00
8166,2042,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-25 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2015-12-31 00:00:00
8167,2042,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-25 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2016-12-31 00:00:00
8172,2044,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-09-01 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2015-12-31 00:00:00
8173,2044,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-09-01 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2016-12-31 00:00:00
8174,2044,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-09-01 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2015-12-31 00:00:00
8175,2044,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-09-01 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2016-12-31 00:00:00
8192,2049,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-01-29 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2015-12-31 00:00:00
8193,2049,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-01-29 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2016-12-31 00:00:00
8194,2049,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-01-29 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2015-12-31 00:00:00
8195,2049,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-01-29 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2016-12-31 00:00:00
8200,2051,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-08-26 00:00:00,Resignation,Stress,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2015-12-31 00:00:00
8201,2051,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-08-26 00:00:00,Resignation,Stress,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2016-12-31 00:00:00
8202,2051,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-08-26 00:00:00,Resignation,Stress,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2015-12-31 00:00:00
8203,2051,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-08-26 00:00:00,Resignation,Stress,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2016-12-31 00:00:00
8216,2055,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-06-03 00:00:00,Fired,,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2015-12-31 00:00:00
8217,2055,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-06-03 00:00:00,Fired,,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2016-12-31 00:00:00
8218,2055,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-06-03 00:00:00,Fired,,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2015-12-31 00:00:00
8219,2055,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-06-03 00:00:00,Fired,,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2016-12-31 00:00:00
8244,2062,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-07 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2015-12-31 00:00:00
