ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc
1915,419,0.4283861426424379,26701,69,7,6,8359,10,29,Rent,Bachelor,Widowed,2,0.21128151
1916,618,0.9891004437332107,113891,41,1,4,7630,5,20,Own,Bachelor,Single,16,0.30725837
1917,693,0.7294703675380584,120163,33,7,18,13456,14,5,Rent,Masters,Widowed,7,0.0
1918,778,0.952477908582153,83336,21,6,15,17638,11,10,Own,Bachelor,Single,2,0.25901836
1919,519,0.2089682506967494,147145,70,4,5,10404,6,5,Mortgage,High School,Widowed,28,0.16055685
1920,813,0.4973263589727486,49382,21,1,16,9676,18,24,Own,PhD,Divorced,28,0.28378007
1921,645,0.622259121247857,49831,63,7,17,5923,16,23,Own,PhD,Married,10,0.34330064
1922,737,0.2113257559298536,124178,34,7,3,5617,15,3,Own,Masters,Single,4,0.16960604
1923,471,0.29793952341600904,156132,75,7,0,19199,6,7,Rent,Masters,Widowed,9,0.0
1924,760,0.3217756745643169,173914,33,6,1,8116,6,20,Mortgage,High School,Married,3,0.16988927
1925,656,0.8312980089221633,22221,18,1,0,13756,18,23,Rent,High School,Widowed,12,0.19292666
1926,364,0.04559803970549736,84454,68,6,14,12296,10,10,Own,Masters,Married,22,0.25712302
1927,727,0.48019410447105093,184638,63,2,8,4296,6,16,Mortgage,PhD,Single,0,0.2531578
1928,545,0.6091554302694941,62809,53,6,18,7547,7,27,Mortgage,High School,Divorced,4,0.22275874
1929,480,0.0009684609637103936,180297,86,9,1,12603,17,23,Own,Masters,Widowed,13,0.21688665
1930,616,0.8974391228207511,98381,60,8,10,6417,18,24,Own,Masters,Divorced,19,0.28413552
1931,677,0.8292810240500501,55044,69,5,19,11299,1,27,Own,High School,Divorced,28,0.32356185
1932,418,0.8826503183078539,54234,71,4,11,2197,14,1,Own,Bachelor,Divorced,12,0.32608917
1933,661,0.25945818873870474,40318,71,5,2,16315,0,5,Mortgage,Masters,Divorced,27,0.171046
1934,385,0.5788723807973518,105317,79,6,14,6633,2,20,Rent,High School,Married,11,0.25298607
1935,403,0.6983711552115685,61579,41,8,16,13657,18,15,Own,Masters,Married,21,0.26331064
1936,830,0.1685154292091784,98276,64,5,7,14611,15,13,Own,Masters,Divorced,22,0.2060611
1937,444,0.8291343644898976,144360,61,8,1,11695,5,29,Mortgage,Masters,Married,23,0.24669178
1938,440,0.2773213121797551,198835,89,2,14,8964,1,19,Own,PhD,Widowed,12,0.24473406
1939,646,0.26432640935149343,122154,63,2,5,14268,17,27,Own,Masters,Divorced,20,0.25966093
1940,715,0.257964601178026,71181,74,2,3,13422,15,2,Mortgage,Bachelor,Widowed,15,0.21078244
1941,467,0.17440818759431131,151925,46,6,18,17216,14,25,Mortgage,Bachelor,Divorced,16,0.20055354
1942,825,0.6673400013300917,131594,70,7,13,15395,16,4,Rent,High School,Married,20,0.24960776
1943,523,0.5071761818809226,103514,40,2,7,1296,11,8,Own,High School,Single,3,0.23024218
1944,527,0.4247828880531468,112082,60,0,2,16334,12,13,Rent,Bachelor,Married,0,0.27262408
1945,323,0.29487036941425937,155985,56,9,17,11282,0,27,Own,Masters,Single,5,0.21623714
1946,687,0.306423181997455,161753,51,1,19,3236,5,0,Mortgage,PhD,Married,27,0.28743884
1947,667,0.861465994743114,76633,67,5,12,6129,17,20,Own,High School,Widowed,10,0.2410493
1948,487,0.5721249061584402,111947,44,7,10,16900,15,26,Own,PhD,Divorced,14,0.26642728
1949,592,0.5903918051422958,174126,58,5,2,3106,0,5,Rent,High School,Widowed,29,0.16102055
1950,428,0.5433756462486422,83055,24,8,9,8488,0,7,Mortgage,High School,Divorced,22,0.19452532
1951,347,0.8889772457635101,128427,26,4,13,3981,6,24,Mortgage,PhD,Divorced,28,0.24950573
1952,722,0.6778446668886787,188021,35,6,9,14731,12,9,Rent,Masters,Single,17,0.19297896
1953,567,0.3018568167613922,88599,50,8,6,15778,16,24,Own,Masters,Married,2,0.24565269
1954,663,0.4049307771765862,176380,86,2,7,8706,8,12,Rent,Masters,Single,13,0.22189768
1955,334,0.5785175541366961,90593,33,9,7,19658,11,16,Mortgage,High School,Divorced,1,0.15706573
1956,309,0.3488785716667502,25920,38,1,7,14477,5,17,Rent,PhD,Divorced,13,0.2592805
1957,719,0.2847991972228465,142285,64,7,5,2219,15,26,Rent,High School,Single,4,0.20195314
1958,769,0.9064921763738764,61527,29,2,18,13882,3,7,Own,Bachelor,Widowed,27,0.25815728
1959,807,0.9844937322432332,184100,60,2,2,3691,12,13,Own,Masters,Divorced,27,0.2657175
1960,639,0.88926637957644,101974,19,7,0,10801,10,18,Own,Masters,Divorced,22,0.18736053
1961,796,0.6159973541892168,135842,76,8,5,14570,0,0,Rent,Masters,Widowed,2,0.0
1962,685,0.9326832208302528,32579,37,1,0,15381,3,4,Rent,PhD,Divorced,13,0.25686336
1963,625,0.6856238085583607,95286,51,4,11,4525,6,8,Rent,High School,Divorced,27,0.26312667
1964,739,0.9684062345046338,137629,50,0,3,5528,18,28,Own,High School,Widowed,20,0.24433336
1965,502,0.5329712153508789,131805,79,8,14,7592,0,18,Own,PhD,Divorced,20,0.27410617
1966,633,0.16608551699077978,122844,76,1,9,18829,14,26,Mortgage,Masters,Divorced,27,0.23955755
1967,786,0.6958342706566649,52964,71,8,0,12191,0,3,Mortgage,Bachelor,Widowed,12,0.15226407
1968,832,0.7022472697793645,171839,72,6,3,8655,5,25,Own,Masters,Divorced,17,0.23461956
1969,777,0.4146918640664602,116401,58,0,0,1360,12,8,Mortgage,PhD,Widowed,7,0.19231123
1970,480,0.9043031211330927,132333,74,3,3,13242,16,9,Own,High School,Divorced,3,0.24302201
1971,460,0.013696196516580383,180837,23,0,1,17671,12,16,Mortgage,High School,Single,22,0.23252773
1972,674,0.13662014741663897,124629,88,9,16,9796,9,4,Rent,High School,Married,7,0.20550723
1973,522,0.5318424350742649,20645,45,8,11,11658,8,15,Mortgage,Bachelor,Widowed,12,0.1923445
1974,407,0.3387190977477369,52541,42,7,6,16850,10,10,Own,Masters,Married,18,0.24033271
1975,492,0.7305881211253346,47981,74,8,1,11041,11,4,Own,PhD,Widowed,2,0.23041843
1976,760,0.8649827758893479,119239,57,7,3,1904,15,24,Mortgage,High School,Widowed,14,0.16516611
1977,556,0.7887445812846133,127538,75,7,15,1458,15,10,Rent,High School,Single,23,0.2801125
1978,704,0.8265157894183148,147614,52,9,4,19515,0,26,Mortgage,Bachelor,Married,10,0.25164172
1979,788,0.7623816209011908,152750,79,3,4,14005,4,22,Rent,High School,Widowed,3,0.16603087
1980,359,0.3293839511507729,105764,77,2,3,17735,10,11,Rent,PhD,Single,9,0.28129587
1981,770,0.8858832210702136,102557,23,0,5,1774,18,2,Rent,Masters,Married,9,0.21510246
1982,564,0.15325777274242114,168856,63,7,17,14852,0,21,Rent,Bachelor,Widowed,1,0.15375164
1983,714,0.2996567136142715,135864,61,0,5,19214,9,15,Rent,High School,Single,23,0.2519876
1984,438,0.9367788062975558,127350,44,7,10,10284,13,21,Mortgage,Bachelor,Widowed,6,0.25039226
1985,834,0.2926475871792318,35005,73,7,16,18799,18,27,Rent,Bachelor,Married,22,0.28279647
1986,316,0.1278167285516867,31846,82,9,10,17346,1,15,Own,Masters,Single,12,0.23690747
1987,631,0.6385739902914115,21344,56,2,0,18235,10,25,Mortgage,Masters,Divorced,5,0.22908582
1988,776,0.5294438431922065,134875,25,6,19,6036,6,28,Mortgage,Masters,Single,25,0.23136482
1989,537,0.3469599364958813,57861,39,2,15,11958,10,7,Own,PhD,Divorced,8,0.2799777
1990,781,0.8753272006912575,135528,36,8,14,15718,7,8,Rent,High School,Married,22,0.28233445
1991,410,0.2676517693551249,104670,21,4,0,1563,16,28,Own,Masters,Single,19,0.23415242
1992,538,0.14576907691021523,139440,21,2,10,7698,2,1,Mortgage,High School,Single,18,0.20587772
1993,387,0.06834422866357548,100642,77,2,13,6834,17,8,Own,Masters,Married,5,0.2707659
1994,831,0.887202789697731,145190,38,4,14,18229,14,21,Mortgage,High School,Divorced,23,0.23111345
1995,622,0.17331973719645188,111795,40,3,13,16768,18,3,Own,High School,Widowed,7,0.15896083
1996,471,0.8319883221238671,106731,78,2,4,11429,6,2,Own,High School,Single,29,0.28831628
1997,547,0.6113005152184261,168074,33,3,18,6744,2,16,Mortgage,PhD,Widowed,25,0.22582768
1998,416,0.36059375219024925,123020,35,8,8,1902,16,24,Mortgage,Masters,Divorced,0,0.16101415
1999,751,0.6185781484361794,124556,78,3,1,5251,18,9,Mortgage,PhD,Divorced,9,0.23428269
2000,525,0.4142941627090362,157254,40,4,13,17883,17,11,Mortgage,Bachelor,Single,28,0.27538258
2001,644,0.5546409268253419,88723,35,4,15,12300,1,4,Own,High School,Divorced,7,0.24122089
2002,461,0.7324977459615251,118436,56,4,0,5833,7,25,Mortgage,High School,Divorced,12,0.21269907
2003,520,0.04709407420723877,103186,43,2,15,15624,10,9,Rent,PhD,Married,6,0.25176618
2004,833,0.7572312036535138,181265,58,4,3,14425,17,28,Mortgage,High School,Married,6,0.23059162
2005,740,0.2452320948618334,119874,73,8,12,5647,19,5,Mortgage,Masters,Divorced,4,0.18346721
2006,450,0.4459402125785312,114088,43,9,11,19381,17,4,Mortgage,High School,Divorced,27,0.19692428
2007,647,0.6100582690465743,130569,36,6,18,18027,0,5,Own,High School,Divorced,7,0.22135638
2008,639,0.4306201770818192,129758,82,6,15,16889,2,2,Own,High School,Married,29,0.2894581
2009,628,0.8503513590539228,73740,49,9,14,6767,2,19,Mortgage,PhD,Widowed,18,0.21494892
2010,833,0.8916958687956665,197337,34,7,19,16275,19,9,Own,Bachelor,Married,14,0.32195592
2011,302,0.8390159747570369,58483,84,3,9,19991,17,4,Own,Bachelor,Divorced,2,0.3014838
2012,679,0.48107144571614735,72635,77,3,14,14684,17,14,Own,High School,Widowed,7,0.21349543
2013,417,0.8412259776730374,151850,52,4,1,18386,9,17,Mortgage,Masters,Widowed,19,0.20706692
2014,770,0.4024832509823205,114426,50,5,9,14531,14,9,Mortgage,Bachelor,Single,8,0.26495865
2015,420,0.7314027971763765,145900,82,0,14,14089,14,2,Rent,PhD,Married,22,0.2980074
2016,381,0.282492482955521,199460,77,0,1,8864,9,13,Own,PhD,Married,17,0.28342336
2017,327,0.9923273041670342,72474,21,8,2,18551,11,17,Rent,Bachelor,Divorced,23,0.24219754
2018,597,0.6730317191114069,83925,23,9,11,1873,10,15,Rent,PhD,Married,23,0.31332636
2019,693,0.8353200910998925,129182,50,6,7,7027,5,2,Mortgage,High School,Single,4,0.21996559
2020,637,0.8760633955870334,119233,43,5,5,8565,14,15,Own,Bachelor,Single,6,0.27299947
2021,754,0.727425334679712,53124,56,0,19,10592,2,14,Mortgage,PhD,Married,9,0.33141714
2022,465,0.5229359138088595,66867,25,4,10,11684,7,27,Mortgage,High School,Divorced,4,0.1841289
2023,612,0.9283052737190741,91984,49,1,4,16299,15,28,Mortgage,Bachelor,Divorced,16,0.28696734
2024,556,0.8631435496756628,141408,54,1,18,13014,10,10,Mortgage,Bachelor,Married,4,0.33093587
2025,724,0.45496692170774755,78367,57,0,15,7818,19,25,Mortgage,PhD,Divorced,27,0.26290494
2026,508,0.13059103406071293,133855,64,5,6,17133,3,20,Mortgage,High School,Divorced,5,0.0
2027,670,0.06549076710409862,77554,83,0,16,3379,18,14,Own,High School,Single,7,0.2515957
2028,643,0.14972317309479521,96202,19,5,18,16890,11,28,Own,High School,Divorced,8,0.19407973
2029,420,0.1202671358493137,31637,85,4,15,14244,19,3,Own,PhD,Widowed,23,0.21878707
2030,670,0.49539982036727337,97491,24,1,13,7479,2,0,Own,Bachelor,Widowed,16,0.20062722
2031,535,0.6685678647265558,178532,71,2,2,18893,13,23,Rent,PhD,Married,28,0.29947913
2032,341,0.9355756139109244,140878,37,6,3,13076,13,22,Own,High School,Single,22,0.2982116
2033,620,0.4694232950875472,70194,49,5,7,4211,16,26,Rent,PhD,Single,2,0.2910457
2034,613,0.1685607623805052,76078,29,0,19,2766,11,20,Rent,PhD,Widowed,13,0.20096049
2035,328,0.5866794543682634,128112,27,9,11,2611,15,6,Own,Masters,Widowed,23,0.1706037
2036,747,0.41517411396124193,179106,62,7,1,3756,11,19,Mortgage,Bachelor,Married,14,0.28819388
2037,480,0.15451278640415356,53836,86,2,12,3772,5,28,Own,Masters,Divorced,28,0.27485776
2038,569,0.5156687551921819,32548,39,3,13,11432,0,1,Own,Masters,Married,18,0.2724892
2039,647,0.2600226887694017,111274,48,3,10,6793,12,19,Rent,Bachelor,Married,3,0.2938967
2040,453,0.3650371927616105,150639,43,1,17,13511,6,16,Mortgage,Bachelor,Divorced,2,0.27356392
2041,404,0.8910781839240006,179544,41,7,6,4486,11,13,Rent,Masters,Widowed,4,0.18310973
2042,831,0.6625960394531588,54618,58,5,15,3209,2,23,Rent,PhD,Divorced,2,0.29971346
2043,329,0.17199666526687807,172595,58,9,9,16842,16,14,Own,Masters,Divorced,19,0.18689637
2044,464,0.9723665243118056,35120,85,5,10,4620,7,13,Mortgage,PhD,Married,9,0.30723915
2045,750,0.6851132323873079,108961,67,5,3,9909,10,22,Rent,Masters,Single,5,0.25190538
2046,607,0.41006384777356053,90869,54,4,5,9168,19,25,Mortgage,PhD,Divorced,29,0.24106988
2047,441,0.036926642897678774,60546,54,6,9,18040,1,18,Own,Bachelor,Divorced,3,0.23162982
2048,801,0.3714797484720159,67495,27,5,10,8826,9,26,Mortgage,Masters,Single,2,0.20529929
2049,709,0.9635925583324814,145371,74,8,5,12638,16,18,Rent,Masters,Divorced,11,0.19898838
2050,711,0.016045552684744835,132382,69,0,7,11272,8,29,Rent,Bachelor,Widowed,15,0.18672691
2051,570,0.9970285058687532,116493,33,1,1,17008,15,5,Mortgage,PhD,Divorced,15,0.22336501
2052,749,0.8220923288750204,185296,58,0,19,11591,15,8,Mortgage,Masters,Divorced,2,0.23941977
2053,546,0.5398836146337406,21436,47,3,1,13623,16,8,Rent,PhD,Widowed,24,0.20168965
2054,440,0.44688426479440024,147799,61,7,9,14463,7,13,Rent,Bachelor,Married,27,0.29841533
2055,465,0.2617436069929592,71460,37,6,4,8256,1,24,Own,Bachelor,Married,21,0.3015266
2056,434,0.4392108156754583,100007,82,2,17,13244,5,28,Mortgage,Masters,Widowed,4,0.24429901
2057,682,0.45032861418509385,56149,83,9,13,6556,17,15,Mortgage,Bachelor,Single,26,0.29333797
2058,528,0.8722665890795723,187098,47,9,0,3972,19,4,Own,Bachelor,Married,25,0.2795275
2059,637,0.8529938697164332,192277,53,5,14,9383,18,6,Own,Bachelor,Divorced,14,0.30147606
2060,728,0.5565254453360942,154676,46,5,8,2861,0,5,Rent,Masters,Single,0,0.15663114
2061,809,0.24758965210287398,183596,71,4,19,2734,2,6,Rent,PhD,Divorced,23,0.22158888
2062,611,0.11453417386561604,69282,54,4,17,12643,2,22,Rent,PhD,Married,6,0.2782608
2063,390,0.7294778269427958,149558,23,5,13,9705,19,1,Own,High School,Widowed,8,0.21200545
2064,581,0.7326416019758989,129862,27,4,13,8316,5,5,Rent,PhD,Single,4,0.26703689
2065,679,0.9725821227600041,42892,41,8,8,3049,12,12,Rent,High School,Married,28,0.27932566
2066,332,0.7358203019958534,121668,76,3,17,13993,17,14,Mortgage,Masters,Divorced,8,0.24117757
2067,479,0.056028649567951394,38582,37,9,5,6276,2,14,Own,Bachelor,Single,18,0.19867383
2068,722,0.4932322471946077,113283,28,7,15,14433,9,0,Mortgage,PhD,Single,10,0.23483613
2069,611,0.0935409525547245,157415,40,4,18,12551,1,29,Rent,High School,Married,24,0.23197068
2070,642,0.8628801251676995,36784,81,4,4,16985,10,3,Rent,PhD,Widowed,28,0.2037816
2071,626,0.4740442310564309,147933,86,8,12,8489,8,19,Own,High School,Single,17,0.24429274
2072,383,0.15947931578429775,43343,52,7,5,6685,6,5,Mortgage,PhD,Single,12,0.2289796
2073,694,0.42305558027117296,175048,36,3,16,2103,15,21,Rent,High School,Married,22,0.26261336
2074,317,0.5591258638637074,192428,56,1,0,8852,15,2,Mortgage,Masters,Widowed,2,0.20706652
2075,766,0.5706415111741723,32455,49,1,14,4268,5,24,Rent,PhD,Widowed,29,0.23046133
2076,602,0.41309909080566387,125043,33,8,9,5782,0,0,Mortgage,High School,Single,10,0.17833246
2077,746,0.35361875169067936,190659,48,1,4,2587,1,11,Rent,PhD,Widowed,20,0.15356149
2078,449,0.4563506106312445,92680,77,4,13,14351,16,12,Mortgage,PhD,Divorced,23,0.26155546
2079,554,0.7357130371718775,82600,61,8,0,8747,11,13,Rent,Bachelor,Single,26,0.28479314
2080,545,0.7746022927750148,180340,72,3,6,10187,4,19,Mortgage,PhD,Single,25,0.2961867
2081,797,0.7296157223267804,149725,67,6,7,4513,10,6,Own,Masters,Divorced,0,0.20461443
2082,447,0.11672565817888658,196059,82,5,5,8444,14,22,Mortgage,High School,Married,2,0.21390693
2083,690,0.07895244051953787,125034,87,4,2,3799,18,16,Own,PhD,Divorced,15,0.27770767
2084,649,0.05952463102532912,58445,40,5,4,13099,8,15,Rent,Masters,Widowed,19,0.0
2085,675,0.25696986473584627,75065,28,5,15,19226,19,19,Mortgage,Masters,Single,13,0.19869705
2086,324,0.6895585227668893,160148,35,2,11,9274,3,5,Own,Bachelor,Married,21,0.29679793
2087,456,0.02906012691230042,185809,42,2,15,18808,9,2,Mortgage,Masters,Single,29,0.20417063
2088,415,0.4835856370691327,132685,27,5,16,3395,13,27,Rent,High School,Single,28,0.2754046
2089,579,0.43955085116997517,77366,41,4,2,8454,7,19,Rent,Bachelor,Widowed,14,0.19919705
2090,385,0.21466974371512493,131383,67,1,0,11345,15,9,Own,Masters,Single,24,0.25845814
2091,705,0.016897565577631113,102048,23,4,17,5393,4,24,Mortgage,Bachelor,Widowed,2,0.16671205
2092,604,0.25974557213942173,123454,38,5,10,10851,14,19,Rent,Bachelor,Single,15,0.25875646
2093,641,0.4574270289623984,124725,61,1,14,15976,12,24,Rent,PhD,Single,13,0.27686933
2094,572,0.15073345815835137,20038,28,8,8,9517,18,24,Own,Bachelor,Widowed,7,0.19928862
2095,375,0.3845420137983151,34203,53,9,2,5470,3,20,Own,Masters,Widowed,25,0.17461246
2096,740,0.04676851768679613,141130,42,6,14,18933,0,5,Mortgage,Masters,Single,22,0.0
2097,454,0.6649855917557101,199657,77,6,11,1362,7,7,Own,Bachelor,Single,2,0.29634717
2098,739,0.730053394798801,31607,21,5,12,7841,15,1,Mortgage,Masters,Single,15,0.22287954
2099,392,0.07497120307717964,182990,35,6,12,10536,10,16,Mortgage,Bachelor,Single,4,0.21113554
2100,611,0.5808846347099114,179069,49,3,12,15778,3,10,Mortgage,High School,Widowed,15,0.19496846
2101,638,0.1303489695692106,73648,41,2,17,15131,6,5,Own,High School,Divorced,29,0.23438035
2102,562,0.00539868374451602,186233,73,3,7,8249,19,1,Rent,PhD,Divorced,22,0.19465771
2103,343,0.09943337209330616,199182,51,5,9,16869,2,27,Rent,PhD,Married,6,0.23663837
2104,406,0.8225186298558286,109429,68,0,14,4297,9,8,Own,High School,Divorced,19,0.2965742
2105,371,0.27516221229755367,157581,38,8,15,5324,1,7,Own,PhD,Divorced,15,0.23261446
2106,436,0.07938640478451553,50555,85,4,8,5541,5,28,Rent,PhD,Widowed,12,0.1850335
2107,680,0.5282248011782131,38644,67,4,4,8280,13,23,Rent,Bachelor,Married,16,0.30707476
2108,646,0.9634163309247897,70860,63,1,16,15513,4,22,Mortgage,Bachelor,Married,8,0.3514098
2109,348,0.5512468660527574,25400,60,0,0,8757,14,11,Mortgage,Masters,Single,10,0.27124295
2110,459,0.4477611886954711,174491,54,8,11,4977,7,5,Own,Bachelor,Divorced,2,0.23809154
2111,442,0.9887708335834469,53251,50,4,18,1225,19,11,Rent,Bachelor,Divorced,26,0.30406985
2112,496,0.6615056202030274,110123,89,7,0,15314,1,29,Rent,Bachelor,Divorced,3,0.230215
2113,733,0.7398084751473316,41477,66,3,8,16584,13,13,Rent,Bachelor,Widowed,18,0.20860636
2114,318,0.04296482420354808,95092,26,3,10,16353,6,19,Own,PhD,Married,21,0.26249722
2115,752,0.24047911609311023,160053,65,5,18,17595,10,2,Mortgage,High School,Widowed,13,0.0
2116,794,0.06051335730513974,96178,74,8,5,7462,10,9,Mortgage,PhD,Married,28,0.28843382
2117,490,0.15866940546837727,140442,48,4,8,12863,3,26,Own,High School,Widowed,29,0.1970476
2118,396,0.9374708922448293,144629,35,9,12,10555,15,18,Mortgage,High School,Divorced,17,0.21572885
2119,804,0.5333071908508057,152643,84,2,16,8828,4,12,Rent,Masters,Married,14,0.2233607
2120,317,0.7318708560677434,32131,32,2,1,1765,10,24,Rent,PhD,Single,21,0.30015132
2121,661,0.5048963101507017,42774,26,9,9,2640,7,24,Mortgage,Bachelor,Married,27,0.3007226
2122,419,0.2298212435528615,32425,53,7,11,13886,7,0,Mortgage,High School,Married,23,0.24529827
2123,740,0.2759938803846762,39408,57,9,7,1579,15,0,Rent,Bachelor,Single,6,0.23728383
2124,376,0.14908694208173223,115618,72,9,2,5550,5,8,Rent,Masters,Widowed,9,0.0
2125,415,0.08557347944955551,134579,56,8,6,10474,4,29,Rent,High School,Single,18,0.21738796
2126,604,0.24495599817714087,105864,26,3,7,4832,13,17,Own,Bachelor,Divorced,21,0.287285
2127,550,0.38651802873244223,138571,28,0,2,12695,2,1,Mortgage,High School,Divorced,17,0.19468234
2128,597,0.8629698959452964,188900,27,7,12,11523,7,24,Own,Masters,Single,4,0.22578716
2129,317,0.709957667048278,189813,52,4,16,10775,11,16,Mortgage,PhD,Single,12,0.2791948
2130,765,0.5218837482546239,56096,27,2,17,14092,0,5,Own,Bachelor,Widowed,14,0.19170111
2131,843,0.18359055158973459,187047,28,0,5,11746,0,11,Mortgage,High School,Widowed,9,0.0
2132,481,0.9003241091915091,127381,54,6,11,10756,9,5,Mortgage,Bachelor,Single,25,0.32627103
2133,676,0.9488699406769588,104735,61,8,6,15668,8,12,Rent,Bachelor,Widowed,26,0.22742125
2134,414,0.8635328734839014,186643,22,0,7,9296,12,18,Mortgage,High School,Single,17,0.28784907
2135,663,0.9213842523110287,36953,33,9,6,9184,18,24,Mortgage,High School,Single,16,0.20363605
2136,745,0.04940421415581586,98822,23,1,3,4088,8,0,Mortgage,Masters,Divorced,2,0.16035473
2137,647,0.8432315466461459,182175,70,7,3,8713,16,26,Rent,High School,Divorced,27,0.25869438
2138,566,0.7334115582216958,30271,41,8,7,2523,18,23,Mortgage,Bachelor,Widowed,24,0.23580895
2139,600,0.492567224973701,82151,51,4,15,11952,0,12,Rent,Masters,Married,5,0.20823976
2140,763,0.9078975435835668,115378,57,1,4,6379,13,26,Mortgage,Bachelor,Single,5,0.31944364
2141,408,0.772656183615144,66147,87,8,8,15036,7,4,Mortgage,High School,Single,5,0.2834303
2142,324,0.1216796757337435,25397,61,5,11,5199,0,25,Mortgage,Masters,Divorced,12,0.19601032
2143,671,0.19685555242225605,106084,44,5,6,17641,12,3,Mortgage,High School,Single,9,0.21878202
2144,357,0.5848946938512717,99448,33,8,2,16239,14,11,Rent,Bachelor,Single,26,0.26948828
2145,759,0.34488302151442707,115894,30,3,19,1762,12,4,Mortgage,Masters,Married,10,0.2507578
2146,344,0.8518970820946975,196677,51,9,9,12862,10,6,Mortgage,Bachelor,Single,14,0.27663878
2147,608,0.8903739967802476,170831,47,9,0,10218,18,20,Rent,PhD,Divorced,29,0.26632443
2148,753,0.47897379850046173,176781,77,5,19,19322,7,9,Own,PhD,Divorced,3,0.2338355
