employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,jobinvolvement,performancerating,surveydate,attrition,retirementdate,retirementtype,resignationreason,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,infodate
540,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-01-04 00:00:00,Resignation,Others,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,2015-12-31 00:00:00
540,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-01-04 00:00:00,Resignation,Others,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,2016-12-31 00:00:00
540,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-01-04 00:00:00,Resignation,Others,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,2015-12-31 00:00:00
540,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-01-04 00:00:00,Resignation,Others,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,2016-12-31 00:00:00
541,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-18 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2015-12-31 00:00:00
541,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-18 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2016-12-31 00:00:00
541,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-18 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2015-12-31 00:00:00
541,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-18 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2016-12-31 00:00:00
543,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-24 00:00:00,Resignation,Salary,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2015-12-31 00:00:00
543,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-24 00:00:00,Resignation,Salary,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2016-12-31 00:00:00
543,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-24 00:00:00,Resignation,Salary,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2015-12-31 00:00:00
543,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-24 00:00:00,Resignation,Salary,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2016-12-31 00:00:00
544,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-31 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2015-12-31 00:00:00
544,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-31 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2016-12-31 00:00:00
544,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-31 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2015-12-31 00:00:00
544,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-31 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2016-12-31 00:00:00
556,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-27 00:00:00,Resignation,Others,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2015-12-31 00:00:00
556,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-27 00:00:00,Resignation,Others,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2016-12-31 00:00:00
556,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-27 00:00:00,Resignation,Others,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2015-12-31 00:00:00
556,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-27 00:00:00,Resignation,Others,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2016-12-31 00:00:00
571,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-04-06 00:00:00,Resignation,Others,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2015-12-31 00:00:00
571,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-04-06 00:00:00,Resignation,Others,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2016-12-31 00:00:00
571,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-04-06 00:00:00,Resignation,Others,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2015-12-31 00:00:00
571,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-04-06 00:00:00,Resignation,Others,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2016-12-31 00:00:00
572,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-04-27 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2015-12-31 00:00:00
572,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-04-27 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2016-12-31 00:00:00
572,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-04-27 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2015-12-31 00:00:00
572,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-04-27 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2016-12-31 00:00:00
574,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-08-23 00:00:00,Resignation,Others,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2015-12-31 00:00:00
574,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-08-23 00:00:00,Resignation,Others,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2016-12-31 00:00:00
574,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-08-23 00:00:00,Resignation,Others,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2015-12-31 00:00:00
574,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-08-23 00:00:00,Resignation,Others,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2016-12-31 00:00:00
579,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-03-06 00:00:00,Resignation,Salary,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2015-12-31 00:00:00
579,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-03-06 00:00:00,Resignation,Salary,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2016-12-31 00:00:00
579,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-03-06 00:00:00,Resignation,Salary,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2015-12-31 00:00:00
579,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-03-06 00:00:00,Resignation,Salary,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2016-12-31 00:00:00
581,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-09-19 00:00:00,Resignation,Salary,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2015-12-31 00:00:00
581,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-09-19 00:00:00,Resignation,Salary,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2016-12-31 00:00:00
581,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-09-19 00:00:00,Resignation,Salary,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2015-12-31 00:00:00
581,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-09-19 00:00:00,Resignation,Salary,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2016-12-31 00:00:00
585,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-01-24 00:00:00,Resignation,Salary,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2015-12-31 00:00:00
585,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-01-24 00:00:00,Resignation,Salary,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2016-12-31 00:00:00
585,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-01-24 00:00:00,Resignation,Salary,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2015-12-31 00:00:00
585,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-01-24 00:00:00,Resignation,Salary,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2016-12-31 00:00:00
592,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-29 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2015-12-31 00:00:00
592,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-29 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2016-12-31 00:00:00
592,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-29 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2015-12-31 00:00:00
592,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-29 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2016-12-31 00:00:00
600,3.0,3.0,3.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-09-16 00:00:00,Resignation,Others,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2015-12-31 00:00:00
600,3.0,3.0,3.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-09-16 00:00:00,Resignation,Others,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2016-12-31 00:00:00
600,3.0,3.0,3.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-09-16 00:00:00,Resignation,Others,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2015-12-31 00:00:00
600,3.0,3.0,3.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-09-16 00:00:00,Resignation,Others,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2016-12-31 00:00:00
603,3.0,4.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-03-12 00:00:00,Resignation,Stress,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2015-12-31 00:00:00
603,3.0,4.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-03-12 00:00:00,Resignation,Stress,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2016-12-31 00:00:00
603,3.0,4.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-03-12 00:00:00,Resignation,Stress,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2015-12-31 00:00:00
603,3.0,4.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-03-12 00:00:00,Resignation,Stress,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2016-12-31 00:00:00
607,1.0,1.0,1.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-04-06 00:00:00,Resignation,Salary,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2015-12-31 00:00:00
607,1.0,1.0,1.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-04-06 00:00:00,Resignation,Salary,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2016-12-31 00:00:00
607,1.0,1.0,1.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-04-06 00:00:00,Resignation,Salary,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2015-12-31 00:00:00
607,1.0,1.0,1.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-04-06 00:00:00,Resignation,Salary,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2016-12-31 00:00:00
614,4.0,2.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-21 00:00:00,Resignation,Stress,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2015-12-31 00:00:00
614,4.0,2.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-21 00:00:00,Resignation,Stress,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2016-12-31 00:00:00
614,4.0,2.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-21 00:00:00,Resignation,Stress,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2015-12-31 00:00:00
614,4.0,2.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-21 00:00:00,Resignation,Stress,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2016-12-31 00:00:00
635,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-20 00:00:00,Fired,Activo,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2015-12-31 00:00:00
635,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-20 00:00:00,Fired,Activo,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2016-12-31 00:00:00
635,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-20 00:00:00,Fired,Activo,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2015-12-31 00:00:00
635,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-20 00:00:00,Fired,Activo,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2016-12-31 00:00:00
654,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-19 00:00:00,Resignation,Stress,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2015-12-31 00:00:00
654,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-19 00:00:00,Resignation,Stress,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2016-12-31 00:00:00
654,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-19 00:00:00,Resignation,Stress,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2015-12-31 00:00:00
654,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-19 00:00:00,Resignation,Stress,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2016-12-31 00:00:00
656,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-26 00:00:00,Resignation,Salary,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2015-12-31 00:00:00
656,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-26 00:00:00,Resignation,Salary,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2016-12-31 00:00:00
656,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-26 00:00:00,Resignation,Salary,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2015-12-31 00:00:00
656,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-26 00:00:00,Resignation,Salary,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2016-12-31 00:00:00
658,1.0,3.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-04 00:00:00,Resignation,Others,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2015-12-31 00:00:00
658,1.0,3.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-04 00:00:00,Resignation,Others,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2016-12-31 00:00:00
658,1.0,3.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-04 00:00:00,Resignation,Others,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2015-12-31 00:00:00
658,1.0,3.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-04 00:00:00,Resignation,Others,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2016-12-31 00:00:00
671,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-18 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2015-12-31 00:00:00
671,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-18 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2016-12-31 00:00:00
671,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-18 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2015-12-31 00:00:00
671,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-18 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2016-12-31 00:00:00
675,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-23 00:00:00,Resignation,Salary,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2015-12-31 00:00:00
675,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-23 00:00:00,Resignation,Salary,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2016-12-31 00:00:00
675,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-23 00:00:00,Resignation,Salary,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2015-12-31 00:00:00
675,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-23 00:00:00,Resignation,Salary,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2016-12-31 00:00:00
682,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-18 00:00:00,Resignation,Stress,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2015-12-31 00:00:00
682,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-18 00:00:00,Resignation,Stress,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2016-12-31 00:00:00
682,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-18 00:00:00,Resignation,Stress,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2015-12-31 00:00:00
682,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-18 00:00:00,Resignation,Stress,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2016-12-31 00:00:00
683,3.0,1.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-06-25 00:00:00,Fired,Activo,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2015-12-31 00:00:00
683,3.0,1.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-06-25 00:00:00,Fired,Activo,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2016-12-31 00:00:00
